subj_id,clip_id,response_type,time,is_locked,EyeBlink_L,EyeBlink_R,EyeSquint_L,EyeSquint_R,EyeDown_L,EyeDown_R,EyeIn_L,EyeIn_R,EyeOpen_L,EyeOpen_R,EyeOut_L,EyeOut_R,EyeUp_L,EyeUp_R,BrowsD_L,BrowsD_R,BrowsU_C,BrowsU_L,BrowsU_R,JawOpen,LipsTogether,JawLeft,JawRight,JawFwd,LipsUpperUp_L,LipsUpperUp_R,LipsLowerDown_L,LipsLowerDown_R,LipsUpperClose,LipsLowerClose,MouthSmile_L,MouthSmile_R,MouthDimple_L,MouthDimple_R,LipsStretch_L,LipsStretch_R,MouthFrown_L,MouthFrown_R,MouthPress_L,MouthPress_R,LipsPucker,LipsFunnel,MouthLeft,MouthRight,ChinLowerRaise,ChinUpperRaise,Sneer_L,Sneer_R,Puff,CheekSquint_L,CheekSquint_R,ind,new_response_type
203025663,10,watch,849.0003300000001,1.0,0.7156,0.42688000000000004,0.0,0.0,0.5067189999999999,0.499646,0.0,0.337495,0.0,0.0,0.2005,0.0,0.0,0.0,0.291794,0.0271574,0.0,0.0,0.00323262,0.0377453,0.000260806,0.0,0.00921507,0.0,0.0316013,0.025002700000000003,0.0,0.0,0.0,0.0,0.00015051,0.0,0.023902,0.0607009,0.280263,0.266907,0.156021,0.06734710000000001,0.000100802,8.800440000000001e-05,0.0108268,0.0,0.0,0.0412222,0.274656,0.031467300000000004,0.0440157,0.0,0.0,0.0,0.0,69599,watch
203025663,10,watch,849.04133,1.0,0.716327,0.42091999999999996,0.0,0.00010389799999999999,0.5036930000000001,0.496572,0.0,0.344501,0.0,0.0,0.207629,0.0,0.0,0.0,0.261008,0.00325213,0.0,0.0,0.020187,0.0354835,6.13238e-05,0.0,0.00593313,0.0,0.0382957,0.030577899999999998,0.0,0.0,0.0,0.0,5.49031e-06,0.0,0.025580900000000004,0.06505810000000001,0.277229,0.267762,0.14269600000000002,0.0581539,0.00076796,0.0005138569999999999,0.00935591,0.0,0.0,0.0291409,0.285497,0.0463195,0.0346008,0.0,0.0,0.0,0.0,69600,watch
203025663,10,watch,849.08333,1.0,0.743271,0.439933,0.0,0.00386171,0.500967,0.49382,0.0,0.34938800000000003,0.0,0.0,0.21260500000000002,0.0,0.0,0.0,0.22141100000000002,7.28822e-05,0.0,0.0,0.042873,0.0320448,1.59831e-06,0.0,0.00231315,0.0,0.0476704,0.0413676,0.0,0.0,0.0,0.0,2.90074e-05,0.0,0.0296159,0.0729946,0.273027,0.267308,0.134167,0.04669790000000001,0.00121515,0.000813004,0.0131625,0.0,5.34296e-05,0.0148626,0.29279499999999997,0.060987900000000005,0.0200655,0.0,0.0,0.0,0.0,69601,watch
203025663,10,watch,849.1253300000001,1.0,0.967403,0.6850229999999999,0.0,0.038943,0.49891899999999995,0.491749,0.0,0.353288,0.0,0.0,0.216577,0.0,0.0,0.0,0.168081,0.0,0.000264183,0.0,0.0728141,0.028915800000000002,0.0,0.0,0.000265216,0.0,0.0558562,0.051090199999999995,0.0,0.0,0.0,0.0,0.000101695,0.0,0.034172900000000006,0.0796326,0.268855,0.26514899999999997,0.126873,0.033929,0.00047718699999999996,0.00024907,0.018175599999999997,0.0,0.00149292,0.00283213,0.29787399999999997,0.073365,0.00443022,0.00017444900000000002,0.0,0.0,0.0,69602,watch
203025663,10,watch,849.16633,1.0,0.995711,0.720086,3.87998e-06,0.23995999999999998,0.49752799999999997,0.490339,0.0,0.356367,0.0,0.0,0.21971300000000002,0.0,0.0,0.0,0.0916528,0.0,0.010032600000000001,0.00213301,0.0834765,0.0263527,0.0,0.0,7.59502e-06,0.0,0.060172199999999995,0.0582081,0.0,0.0,0.0,0.0,3.05781e-05,0.0,0.0332407,0.0820397,0.26479600000000003,0.263336,0.122831,0.0254666,0.000266212,0.000363615,0.023158599999999998,0.0,0.00818917,9.71827e-05,0.301557,0.08642000000000001,0.00015728700000000001,0.00466371,0.0,0.0,0.0,69603,watch
203025663,10,watch,849.20833,1.0,0.9375110000000001,0.589059,0.00016575900000000002,0.418843,0.496725,0.489519,0.0,0.358777,0.0,0.0,0.222169,0.0,0.0,0.0,0.027678199999999997,0.0,0.0399449,0.0230408,0.07260499999999999,0.0234904,0.0,0.0,0.0,0.0,0.0639946,0.066901,0.0,0.0,0.0,0.0,1.08569e-06,0.0,0.0323626,0.085074,0.260919,0.263492,0.121249,0.0199686,6.14595e-05,0.00327355,0.030106900000000002,0.0,0.017617700000000003,0.0,0.306077,0.102499,0.0,0.00660357,0.0,0.0,0.0,69604,watch
203025663,10,watch,849.2503300000001,1.0,0.713079,0.33159299999999997,0.000735353,0.472613,0.49641199999999996,0.48918900000000004,0.0,0.360619,0.0,0.0,0.224046,0.0,0.0,0.0,0.0028659000000000002,0.0,0.0916462,0.0733776,0.06506630000000001,0.020337099999999997,0.0,0.0,0.0,0.0,0.0672901,0.07638389999999999,0.0,0.0,0.0,0.0,1.27222e-06,0.0,0.034545400000000004,0.0893945,0.25653000000000004,0.262432,0.123128,0.016594900000000003,1.6919999999999999e-06,0.00796881,0.0356663,0.0,0.028132599999999997,0.0,0.313166,0.123624,0.0,0.00163787,0.0,0.0,0.0,69605,watch
203025663,10,watch,849.29133,1.0,0.554045,0.173807,0.00036617400000000004,0.494262,0.496324,0.48908599999999997,0.0,0.362109,0.0,0.0,0.225564,0.0,0.0,0.0,2.05641e-05,0.0,0.154025,0.12578499999999998,0.057481700000000004,0.0198793,0.0,0.0,0.0,0.0,0.065304,0.0771266,0.0,0.0,0.0,0.0,4.5039799999999995e-05,0.0,0.0393939,0.0922169,0.25371900000000003,0.25851,0.12340699999999999,0.014677200000000001,0.0,0.0102896,0.037775,0.0,0.034270300000000004,0.0,0.320015,0.135348,0.0,0.000261879,0.0,0.0,0.0,69606,watch
203025663,10,watch,849.33333,1.0,0.46435299999999996,0.128933,1.42992e-05,0.49064300000000005,0.496249,0.48899799999999993,0.0,0.36333699999999997,0.0,0.0,0.22681500000000002,0.0,0.0,0.0,0.0,0.0,0.17933,0.143236,0.0783245,0.0237993,0.0,0.0,0.0,0.0,0.05366,0.0673872,0.0,0.0,0.0,0.0,0.000506475,0.0,0.0480858,0.0973476,0.254159,0.255759,0.116435,0.00994651,0.0,0.006582300000000001,0.0354414,0.0,0.0350821,0.0,0.32545599999999997,0.128228,0.0,9.850069999999999e-06,0.0,0.0,0.0,69607,watch
203025663,10,watch,849.3753300000001,1.0,0.41677600000000004,0.10870999999999999,1.35627e-09,0.47195299999999996,0.49615600000000004,0.48889499999999997,0.0,0.36428499999999997,0.0,0.0,0.22778,0.0,0.0,0.0,0.0,0.0,0.165626,0.118948,0.07874439999999999,0.0302795,0.0,0.0,0.0,0.0,0.035893,0.0517901,0.0,0.0,0.0,0.0,0.00123941,0.0,0.062419,0.101453,0.260621,0.253217,0.107221,0.00615302,0.0,0.00208289,0.0275105,0.0,0.0339702,0.0,0.333977,0.11573900000000001,0.0,0.0,0.0,0.0,0.0,69608,watch
